127.0.0.1 - - [14/Apr/2022:10:43:58 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:53 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:58 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:58 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:03 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:03 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:08 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:08 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:13 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:13 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:18 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:18 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:23 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:23 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:28 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:28 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:33 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:33 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:38 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:38 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:43 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:43 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:48 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:48 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:53 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:53 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:58 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:01:58 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:03 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:03 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:08 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:08 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:13 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:13 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:18 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:18 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:23 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:23 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:28 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:28 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:33 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:33 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:38 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:38 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:43 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:43 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:48 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:48 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:53 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:53 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:58 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:02:58 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:03 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:03 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:08 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:08 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:13 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:13 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:18 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:18 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:23 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:23 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:28 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:28 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:33 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:33 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:38 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:38 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:43 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:43 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:48 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:48 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:53 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:53 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:58 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:03:58 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:03 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:03 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:08 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:08 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:13 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:13 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:18 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:18 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:23 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:23 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:28 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:28 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:33 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:04:33 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:13:28:33 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:13:28:33 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:13:28:34 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:13:28:34 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:13:28:39 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:13:28:39 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:13:28:54 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:13:28:54 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:17:41 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:17:41 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:17:44 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:17:44 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 403 682
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:17:46 -0500] "GET /Jenkins/ HTTP/1.1" 403 584
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:17:47 -0500] "GET /Jenkins/login?from=%2FJenkins%2F HTTP/1.1" 200 892
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:00 -0500] "POST /Jenkins/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:03 -0500] "POST /Jenkins/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:05 -0500] "GET /Jenkins/ HTTP/1.1" 200 3592
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:05 -0500] "GET /Jenkins/ HTTP/1.1" 200 3591
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:05 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:05 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:05 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:05 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:05 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:05 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:11 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:11 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:11 -0500] "GET /Jenkins/administrativeMonitorsApi/nonSecurityPopupContent HTTP/1.1" 200 572
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:15 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:15 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:19 -0500] "GET /Jenkins/manage HTTP/1.1" 200 4830
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:19 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:19 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:19 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:20 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:20 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.css HTTP/1.1" 200 64
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:20 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.js HTTP/1.1" 200 726
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:20 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:20 -0500] "GET /Jenkins/administrativeMonitor/jenkins.diagnostics.URICheckEncodingMonitor/checkURIEncoding?value=%E5%9F%B7%E4%BA%8B HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:20 -0500] "GET /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:20 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:20 -0500] "GET /Jenkins/Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:25 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:25 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:27 -0500] "GET /Jenkins/pluginManager HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:28 -0500] "GET /Jenkins/pluginManager/ HTTP/1.1" 200 3385
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:28 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:28 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/PluginManager/_table.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/PluginManager/_table.js HTTP/1.1" 200 3615
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/static/53b02bf5/images/24x24/grey_anime.gif HTTP/1.1" 200 2500
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/static/53b02bf5/images/24x24/grey.png HTTP/1.1" 200 631
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/up.svg HTTP/1.1" 200 8222
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/images/build-status/build-status-sprite.svg HTTP/1.1" 200 2868
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:29 -0500] "GET /Jenkins/static/53b02bf5/images/build-status/build-status-sprite.svg HTTP/1.1" 200 2868
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/pluginManager/available HTTP/1.1" 200 3000
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/static/53b02bf5/jsbundles/plugin-manager-ui.js HTTP/1.1" 200 3927
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/static/53b02bf5/jsbundles/plugin-manager-ui.css HTTP/1.1" 200 667
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:36 -0500] "GET /Jenkins/pluginManager/pluginsSearch?query=&limit=50&_=1649981916518 HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:43 -0500] "GET /Jenkins/pluginManager/ HTTP/1.1" 200 3384
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/PluginManager/_table.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/PluginManager/_table.js HTTP/1.1" 200 3615
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:47 -0500] "GET /Jenkins/manage HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:47 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:47 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:47 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:47 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:47 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.css HTTP/1.1" 200 64
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:47 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.js HTTP/1.1" 200 726
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:48 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:48 -0500] "GET /Jenkins/administrativeMonitor/jenkins.diagnostics.URICheckEncodingMonitor/checkURIEncoding?value=%E5%9F%B7%E4%BA%8B HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:19:18:48 -0500] "GET /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
